Mortgage,Balance,Amount Past Due,Credit Inquiry,Open Trade,Delinquency,Utilization,Gender,Race,Approved
200431.38,3188.36,0.0,0,0,0,0.546476698,1,1,1
365906.36,1031.22,0.0,0,0,0,0.85360424,0,1,1
189684.16,357.92,0.0,0,0,0,0.460485287,0,1,1
198037.88,1828.78,888.24,1,1,5,0.920839833,0,1,0
258336.42,8643.27,0.0,0,0,0,0.892907445,1,1,1
225577.36,612.93,0.0,0,0,0,0.960149044,0,1,1
203097.41,377.25,157.49,1,1,3,0.559830631,0,1,0
170053.06,20.71,0.0,0,0,0,0.038157576,0,1,1
334727.62,1894.99,1475.09,1,1,2,0.707228446,1,1,0
400646.47,1555.11,0.0,0,0,0,0.40538584,1,1,1
128093.04,90.19,18.96,1,0,5,0.153396202,0,0,0
238760.12,1428.03,567.77,0,0,2,0.349674412,1,0,1
182946.36,400.13,137.83,1,1,2,0.334391636,0,1,1
371397.65,217.32,0.0,1,0,0,0.236138503,0,1,1
316798.85,866.17,727.61,1,0,2,0.870068401,0,1,1
158085.64,499.57,403.86,0,0,1,0.246225083,1,0,0
541971.8,232.06,55.64,1,1,4,0.257725525,0,1,1
233080.86,409.36,0.0,0,0,0,0.090262429,1,1,1
154870.95,480.67,0.0,0,0,0,0.265845706,0,0,1
217239.26,355.92,0.0,0,0,0,0.269357887,0,1,0
354456.01,2146.38,1109.53,0,0,1,0.48074607,1,1,1
252111.6,370.38,109.14,0,0,1,0.674824121,0,1,0
214742.08,2473.95,0.0,1,0,0,0.996817133,1,1,0
161391.82,657.64,13.28,2,2,5,0.225411359,1,1,0
326294.16,590.76,0.0,0,0,0,0.964487678,0,1,1
156497.99,376.95,51.45,2,1,5,0.333231327,0,0,0
188423.19,1347.02,0.0,0,0,0,0.415818457,1,1,1
309485.59,128.03,83.44,1,0,4,0.100302857,0,1,1
328806.43,127.51,2.52,2,2,5,0.440394583,0,1,0
158841.74,1017.5,0.0,0,0,0,0.219969626,1,0,0
200406.09,2865.69,0.0,0,0,0,0.851005695,1,1,1
279675.58,963.4,0.0,0,0,0,0.610379463,1,1,1
168251.56,2715.58,0.0,0,0,0,0.925376821,1,0,1
211032.49,280.17,173.03,1,1,3,0.179484306,1,0,0
498675.94,5251.12,0.0,0,0,0,0.914976275,1,1,1
232236.68,2713.22,0.0,0,0,0,0.461477668,1,1,1
142836.02,1608.09,0.0,0,0,0,0.82898221,1,0,1
250168.46,287.89,0.0,0,0,0,0.058597276,1,1,0
166560.61,87.37,0.0,0,0,0,0.068858665,0,0,1
168473.11,403.07,0.0,0,0,0,0.131677866,1,1,1
150679.2,1333.96,763.96,0,0,2,0.521792471,1,0,0
338623.9,1742.09,0.0,0,0,0,0.483336675,1,1,1
421951.3,367.69,0.0,0,0,0,0.288420361,0,1,0
542772.69,1491.37,1174.3,1,1,1,0.921252491,1,1,1
269296.42,206.2,0.0,0,0,0,0.246013605,0,1,1
183345.52,400.68,121.54,0,0,2,0.341010353,0,0,0
197182.31,208.17,102.92,0,0,1,0.231545252,1,1,0
177741.68,287.47,201.94,1,0,4,0.269985216,0,1,0
312271.58,298.64,0.0,0,0,0,0.508197117,0,1,1
160694.05,498.55,495.67,1,0,1,0.428433589,1,1,0
259989.41,2172.0,0.0,1,1,0,0.551120932,1,1,0
172071.13,2242.86,0.0,0,0,0,0.545196653,1,0,0
229118.31,492.43,0.0,0,0,0,0.853065825,0,1,0
181314.36,614.09,163.6,1,0,4,0.770288467,0,1,0
232889.57,160.0,0.0,0,0,0,0.179978711,0,1,0
163792.49,790.99,0.0,0,0,0,0.356442399,1,0,1
150900.16,663.23,0.0,0,0,0,0.819800615,0,0,0
196919.91,574.3,0.0,0,0,0,0.662727299,0,1,1
211782.5,99.18,0.0,0,0,0,0.064936578,0,0,0
225561.88,524.29,0.0,1,1,0,0.113789814,1,1,1
150346.22,240.92,0.0,0,0,0,0.177374134,0,0,0
291303.57,4111.91,0.0,0,0,0,0.479638289,1,1,1
605302.01,1526.33,0.0,1,0,0,0.979112536,0,1,0
161700.59,240.39,69.53,1,1,2,0.214864657,0,0,0
222978.51,2024.32,0.0,0,0,0,0.78650354,1,1,1
229241.38,101.99,0.0,0,0,0,0.027266777,1,1,1
386742.26,128.09,78.86,0,0,3,0.079943562,0,1,1
191861.87,858.48,0.0,0,0,0,0.84724424,0,0,0
316789.36,148.4,0.0,0,0,0,0.214231839,0,1,1
284545.42,1066.96,0.0,1,1,0,0.98260279,0,1,0
228043.06,182.99,0.0,1,0,0,0.275340232,0,0,0
328573.42,3011.13,0.0,1,0,0,0.913890791,1,1,1
183047.92,96.69,0.0,0,0,0,0.105214985,0,1,0
308610.95,204.74,139.07,0,0,3,0.135386211,0,1,1
194093.68,944.57,757.79,1,0,1,0.568771452,0,0,0
251366.98,203.65,13.19,2,1,5,0.143658846,1,1,0
202120.17,476.73,387.06,2,1,4,0.36151972,0,0,0
177062.53,121.61,0.0,1,1,0,0.068812189,0,1,0
166794.27,899.98,530.19,0,0,4,0.495310962,0,0,0
406429.16,1732.88,0.0,0,0,0,0.255130834,1,1,1
172173.59,455.45,110.72,1,0,3,0.854684982,0,0,0
242748.18,294.83,114.14,0,0,2,0.26851502,0,1,0
157649.4,1048.6,0.0,1,1,0,0.181635783,1,0,1
203090.62,331.86,0.0,0,0,0,0.474481128,0,1,0
282292.68,705.51,0.0,0,0,0,0.580249676,1,1,1
154861.09,972.67,473.73,1,0,1,0.398770162,1,0,0
201406.03,75.49,4.1,3,1,5,0.115986754,0,1,0
181735.05,366.05,355.32,0,0,1,0.323194635,0,0,0
268718.93,899.85,258.97,0,0,5,0.832672594,0,1,0
197422.97,2185.02,1573.01,0,0,1,0.99783635,0,0,1
171362.87,1768.73,0.0,0,0,0,0.25643802,1,0,0
246333.45,2072.19,1325.47,1,0,1,0.788228283,1,1,0
172137.85,1858.43,263.31,3,2,3,0.805001117,0,0,0
164838.99,128.43,73.39,1,0,1,0.099009705,0,0,1
198508.09,95.14,0.0,0,0,0,0.154757404,0,0,1
195459.9,182.81,53.71,1,1,2,0.132987445,0,0,1
287809.61,477.17,170.28,0,0,2,0.700071853,0,1,0
181563.91,632.59,0.0,0,0,0,0.234575978,1,1,1
301130.59,757.28,85.43,0,0,1,0.329757279,0,1,1
288197.93,3529.59,0.0,0,0,0,0.971325964,1,1,1
391031.16,150.36,48.95,0,0,1,0.032847444,1,1,1
137058.84,1493.45,1195.03,1,1,3,0.60942575,1,0,0
357327.28,361.65,216.77,1,1,5,0.117961048,1,1,1
137793.27,2191.22,1272.97,0,0,3,0.446671952,1,0,0
168199.71,147.85,87.35,1,1,1,0.098113385,0,0,1
273764.66,655.92,0.0,0,0,0,0.321998552,0,1,1
326138.76,3249.81,0.0,0,0,0,0.46662082,1,1,0
229918.79,478.55,0.0,0,0,0,0.368372722,1,0,0
184998.57,300.08,0.0,0,0,0,0.403014087,0,1,0
309041.65,1574.56,0.0,0,0,0,0.659636706,0,1,0
192987.27,989.86,239.48,2,2,4,0.332900979,1,1,0
237464.04,386.71,0.0,0,0,0,0.310934352,0,1,1
238296.79,877.25,0.0,0,0,0,0.298543824,1,1,0
489431.46,3435.68,0.0,0,0,0,0.988691952,1,1,0
300841.84,371.1,220.24,1,0,2,0.455236166,0,1,0
223268.81,433.95,0.0,0,0,0,0.254914536,0,1,0
459719.7,422.13,0.0,0,0,0,0.204191497,1,1,1
437070.7,1131.34,263.49,2,2,4,0.531816532,1,1,0
421771.01,443.06,383.44,0,0,1,0.516336428,0,1,0
315483.11,201.84,5.89,1,1,4,0.170004706,0,1,0
168526.44,11.49,0.86,0,0,1,0.018059073,0,0,1
237344.73,791.3,0.0,0,0,0,0.410075681,0,1,0
232048.76,1335.96,0.0,0,0,0,0.896817785,0,1,1
466488.13,123.81,0.0,1,0,0,0.12328924,0,1,1
621203.38,586.05,130.03,0,0,2,0.574242741,0,1,0
373143.03,1717.41,0.0,0,0,0,0.697316121,0,1,1
256713.44,1371.0,0.0,0,0,0,0.351620019,1,1,1
307522.32,144.59,0.0,0,0,0,0.133316448,0,1,1
225969.32,816.46,0.0,0,0,0,0.411884214,1,1,1
349732.41,624.85,0.0,0,0,0,0.130072961,1,1,1
219443.77,571.81,0.0,0,0,0,0.750252768,0,0,1
268977.79,2119.49,0.0,0,0,0,0.668032221,1,1,1
295199.95,613.71,0.0,0,0,0,0.218127952,1,1,1
243839.68,873.41,520.27,1,1,3,0.340740015,1,1,1
269418.79,475.49,280.91,2,1,5,0.349697429,0,1,0
519158.81,730.76,571.44,0,0,2,0.468421765,0,1,0
214871.9,795.7,0.0,0,0,0,0.305892812,0,1,1
220172.49,203.62,40.7,0,0,1,0.067897503,1,1,1
219199.34,73.13,51.8,2,1,5,0.108837064,0,1,0
266032.85,2090.24,0.0,0,0,0,0.282422673,1,0,1
156079.76,107.68,0.0,0,0,0,0.116205,1,0,1
175642.41,292.59,0.0,0,0,0,0.25798546,0,1,1
289361.08,1025.68,0.0,0,0,0,0.59141677,0,1,0
254696.75,1019.63,0.0,0,0,0,0.519849891,0,1,0
225668.18,289.05,0.0,0,0,0,0.211253133,1,1,1
286345.86,8359.61,0.0,0,0,0,0.951331201,1,1,1
280895.19,315.5,159.01,1,1,1,0.281647417,0,1,0
268361.03,76.91,64.58,0,0,5,0.051171249,0,1,0
146220.21,654.97,0.0,0,0,0,0.532106074,0,0,1
232537.99,414.81,307.3,1,1,4,0.481667422,0,1,0
219024.75,175.97,0.0,0,0,0,0.126422684,0,1,1
337204.77,745.51,471.75,1,0,2,0.347559687,1,1,1
190345.89,1828.67,370.26,0,0,1,0.951955169,0,1,0
274398.83,1519.61,294.95,0,0,1,0.855544566,0,1,0
391377.58,974.7,0.0,0,0,0,0.96716727,0,1,0
156280.11,1341.63,0.0,0,0,0,0.898024913,0,1,0
290103.74,1753.91,1597.31,2,2,3,0.687727442,0,1,0
203597.44,131.83,43.91,1,0,5,0.21029602,0,0,0
269834.41,694.59,0.0,0,0,0,0.277628013,1,1,1
254997.28,626.93,0.0,0,0,0,0.943103584,0,1,1
379017.13,4888.11,3422.2,1,0,2,0.733536481,1,1,1
323501.61,319.24,0.0,0,0,0,0.675411925,0,1,0
271406.59,488.68,0.0,0,0,0,0.400892189,0,1,0
362862.04,467.68,0.0,0,0,0,0.59881516,0,1,0
156084.65,968.28,0.0,0,0,0,0.792435817,0,0,1
221403.39,1946.35,0.0,0,0,0,0.98935576,1,1,0
173169.59,2215.4,0.0,0,0,0,0.737230165,0,1,0
124829.54,827.49,0.0,0,0,0,0.263671391,0,0,1
189335.94,1002.73,715.72,0,0,5,0.380013284,1,1,1
222785.41,376.37,0.0,0,0,0,0.338649326,0,1,0
150181.17,79.12,22.71,1,1,2,0.106125117,0,0,0
196895.95,499.02,480.49,0,0,1,0.38783369,0,0,0
438759.69,402.91,358.59,1,0,2,0.060298627,1,1,1
125474.11,602.24,0.0,0,0,0,0.393418913,0,0,1
189180.2,850.78,832.84,0,0,1,0.902223942,0,0,0
562221.63,1262.16,0.0,0,0,0,0.353819223,1,1,0
148750.1,362.99,0.0,0,0,0,0.180855323,0,0,1
152217.8,804.59,0.0,0,0,0,0.192178134,1,0,1
340494.79,567.0,0.0,0,0,0,0.319175044,0,1,1
199103.22,1113.06,0.0,0,0,0,0.480503134,1,0,0
147713.04,1718.98,82.7,3,3,5,0.692875726,1,1,0
262965.03,2204.96,221.46,1,1,4,0.69652399,0,0,0
202812.89,247.05,6.15,1,0,3,0.260815009,0,0,0
194865.49,1583.98,0.0,0,0,0,0.438279613,1,1,1
237493.77,214.11,180.6,1,0,1,0.108761746,1,0,1
297442.78,224.15,158.62,0,0,2,0.176458438,0,1,0
287954.23,235.2,0.0,0,0,0,0.277404451,0,1,1
201488.18,918.33,0.0,0,0,0,0.349491161,1,1,1
203171.0,1693.5,0.0,0,0,0,0.252323306,1,1,0
229478.43,443.5,0.0,0,0,0,0.190937202,0,0,1
162074.5,854.63,20.25,3,2,5,0.488381796,1,1,0
269830.94,4686.34,0.0,0,0,0,0.622728396,1,1,1
390798.2,113.7,14.86,2,0,4,0.02784958,1,1,1
500739.38,372.02,228.04,1,0,1,0.318786625,0,1,0
395213.85,5576.73,103.18,0,0,4,0.614399856,1,1,0
188220.67,464.34,0.0,1,1,0,0.106943687,1,1,0
301749.69,2361.23,0.0,0,0,0,0.848533307,0,0,1
200911.37,1289.07,0.0,0,0,0,0.724292323,0,0,1
445591.09,3078.77,0.0,0,0,0,0.835670534,1,1,1
148920.85,239.3,0.0,0,0,0,0.18249743,0,0,0
365117.3,103.06,34.2,1,1,5,0.085327153,0,1,1
214568.14,228.77,0.0,0,0,0,0.139269019,0,1,1
337297.53,415.35,368.56,0,0,1,0.131996808,0,1,1
220467.49,3162.58,0.0,0,0,0,0.960517438,0,1,0
247921.67,2351.74,0.0,0,0,0,0.44446905,1,1,0
149791.22,541.22,317.98,0,0,1,0.171679506,1,0,1
184832.92,2592.05,1482.75,1,0,1,0.763718202,1,1,0
331338.85,216.96,0.0,0,0,0,0.177076917,0,1,1
308289.36,979.06,0.0,0,0,0,0.816700903,0,1,1
240779.7,192.3,33.42,0,0,1,0.23513754,0,0,1
272797.18,982.45,0.0,0,0,0,0.964117452,0,1,0
223160.54,641.63,529.89,1,0,1,0.10210252,1,1,0
205548.2,1167.76,0.0,0,0,0,0.909672017,0,0,1
403674.62,368.34,185.09,0,0,1,0.096700979,1,1,1
163186.78,618.19,0.0,0,0,0,0.77345515,0,1,1
294228.24,625.84,0.0,0,0,0,0.308237866,1,1,1
186668.99,510.75,0.0,0,0,0,0.214551689,0,1,0
268282.94,493.98,0.0,0,0,0,0.572296249,0,1,1
176790.09,1886.52,0.0,0,0,0,0.428411811,1,0,0
183769.5,83.26,0.0,0,0,0,0.093017322,0,1,1
312874.29,630.37,0.0,0,0,0,0.677254971,0,1,0
266660.95,594.71,0.0,0,0,0,0.276014459,1,1,1
127172.6,514.8,0.0,0,0,0,0.403271074,1,0,1
271235.7,617.22,0.0,0,0,0,0.311868813,1,1,0
184680.1,653.48,105.86,1,1,2,0.208597812,1,0,1
545603.35,213.1,72.58,0,0,2,0.111830824,1,1,0
251585.82,1392.5,0.0,0,0,0,0.366122046,1,1,1
149193.3,271.15,0.0,1,0,0,0.182044338,0,0,1
213847.16,816.15,229.82,1,1,1,0.475074325,0,1,0
147660.79,1555.81,0.0,0,0,0,0.897181259,1,0,0
240690.18,240.15,0.0,0,0,0,0.25392742,0,1,1
194967.25,1052.7,547.12,1,0,5,0.399350845,1,1,0
208230.78,294.58,0.0,0,0,0,0.257357462,0,1,1
146856.41,2345.16,0.0,0,0,0,0.93995088,1,0,1
357912.92,641.43,0.0,1,0,0,0.328387537,1,1,0
170668.77,3457.5,3381.64,1,0,1,0.735416109,1,0,1
157466.05,5909.43,0.0,0,0,0,0.964510655,1,0,0
240714.66,2696.31,0.0,0,0,0,0.861271142,1,1,1
426558.44,915.56,0.0,0,0,0,0.587120838,0,1,1
210281.99,1130.65,0.0,0,0,0,0.252201768,1,1,1
267614.4,1722.17,0.0,0,0,0,0.841133313,0,1,0
282565.85,1500.88,1494.52,0,0,4,0.33258668,1,1,0
218898.95,795.46,0.0,1,0,0,0.370039106,1,1,1
147148.5,580.54,362.41,1,0,3,0.138679509,1,0,0
456063.13,592.21,356.1,0,0,2,0.152096445,1,1,1
201693.48,608.31,291.88,2,1,5,0.100326142,1,1,1
158030.55,702.27,0.0,0,0,0,0.921535106,0,1,0
268670.35,651.28,0.0,0,0,0,0.343442332,1,1,1
279872.86,418.83,0.0,0,0,0,0.180525083,1,1,1
334782.21,1141.17,0.0,0,0,0,0.290356577,1,1,0
355383.31,4758.61,1350.61,0,0,1,0.875788615,1,1,0
347500.16,94.55,41.91,0,0,2,0.182084263,0,1,1
325989.04,510.05,390.19,1,0,5,0.607711115,0,1,0
297869.76,777.43,0.0,0,0,0,0.831541231,0,1,1
360991.12,478.27,271.69,0,0,1,0.315240589,0,1,0
217097.98,707.7,633.36,1,0,2,0.458198609,1,0,0
184974.43,1437.53,1129.62,0,0,1,0.510925121,0,0,0
248231.83,770.36,0.0,0,0,0,0.446486544,0,1,1
213307.75,1636.48,0.0,0,0,0,0.617661376,1,1,1
231501.15,1281.68,729.38,1,1,3,0.333798262,1,1,0
163379.39,723.92,191.92,1,1,5,0.79698995,0,0,0
150547.01,1180.23,0.0,0,0,0,0.288636638,1,1,1
290141.14,1780.28,1286.35,0,0,1,0.460723881,1,1,0
303660.83,359.7,306.67,3,2,4,0.512989465,0,1,0
161377.45,1424.0,257.54,0,0,3,0.696602066,0,0,0
264422.8,199.09,0.0,0,0,0,0.283060921,0,1,1
250146.52,6009.74,2955.57,0,0,1,0.940649923,1,1,0
284426.9,714.95,0.0,0,0,0,0.164408208,1,1,0
214636.2,1332.02,0.0,0,0,0,0.330456427,1,1,1
172291.18,784.18,0.0,0,0,0,0.290675304,1,0,0
181127.28,829.46,0.0,0,0,0,0.952732738,0,1,1
129668.42,375.73,375.41,1,1,1,0.409416856,0,0,0
125794.1,655.99,0.0,0,0,0,0.602993222,1,0,0
334535.49,731.99,342.91,0,0,5,0.85239971,0,1,0
172729.23,403.65,0.0,0,0,0,0.241743985,0,1,1
532851.99,738.38,0.0,0,0,0,0.28993956,1,1,1
227809.61,794.71,0.0,0,0,0,0.502227969,0,1,0
222517.6,3611.37,0.0,0,0,0,0.548833439,1,1,1
235913.07,4700.31,1004.92,0,0,3,0.794164133,1,1,1
255982.32,1974.3,861.86,2,1,4,0.741861787,1,1,0
170535.14,938.81,0.0,0,0,0,0.842398867,0,0,1
158515.13,1702.28,0.0,0,0,0,0.853065207,1,0,0
176337.05,1720.39,780.14,1,1,1,0.901594935,0,1,0
223389.46,144.28,88.13,2,0,4,0.069493389,1,1,0
209900.78,540.57,0.0,0,0,0,0.298809328,1,0,1
