Mortgage,Balance,Amount Past Due,Credit Inquiry,Open Trade,Delinquency,Utilization,Gender,Race,Approved
167035.81390618632,1594.69036240444,0.0,0.0,0.0,0.0,0.3079457919750511,0.0,1.0,1
71129.59384010184,1061.8210041680195,0.0,2.0,0.0,0.0,0.388045437186204,1.0,1.0,0
45243.25959345279,1071.290178823819,0.0,1.0,2.0,1.0,0.7043175480950754,1.0,0.0,0
97328.76952138467,1517.252404495719,0.0,1.0,0.0,0.0,0.7456508268581848,1.0,1.0,1
80528.70723142131,757.8826182128797,0.0,1.0,2.0,1.0,0.4632344692497903,1.0,0.0,1
36204.245171098286,1304.4938737203663,0.0,1.0,1.0,1.0,0.632412546566049,0.0,0.0,0
121952.0462469417,795.1903162506105,0.0,0.0,0.0,0.0,0.3999421141369185,1.0,0.0,1
333798.7479464246,874.7997841531385,0.0,0.0,0.0,0.0,0.4902320443131441,1.0,1.0,1
83079.6029943361,921.7911343997888,0.0,0.0,1.0,0.0,0.4884062948681124,0.0,1.0,1
191152.47243372403,1756.2502650119786,0.0,0.0,0.0,0.0,0.4758417977783332,1.0,1.0,1
113737.0071012463,831.1526202132317,1773.4986095923202,1.0,2.0,2.0,0.927483119702909,0.0,0.0,0
251938.4746468152,1014.912143643137,2422.343401127772,2.0,1.0,3.0,0.9605928748413634,0.0,1.0,0
54686.411754984976,627.1892989189489,0.0,0.0,0.0,0.0,0.1934620324077512,0.0,0.0,1
239733.07234073355,934.9739303944324,1100.6760692613252,4.0,1.0,4.0,0.8555119225215664,0.0,1.0,0
85566.40337616547,1825.8103583910597,0.0,0.0,0.0,0.0,0.0779892471349341,1.0,0.0,1
98385.45484834994,907.0588548116684,0.0,1.0,1.0,0.0,0.1549535388200946,0.0,0.0,1
77131.4077538532,1161.7008483220095,0.0,0.0,1.0,0.0,0.1233430054215709,1.0,0.0,1
82756.47794699573,607.4780813214887,0.0,0.0,1.0,1.0,0.4214665923938305,0.0,0.0,0
83256.85290847807,1427.707439985169,0.0,0.0,1.0,0.0,0.773755388671236,0.0,0.0,1
146563.2879850941,521.1473370893523,0.0,0.0,1.0,0.0,0.0869544651955355,0.0,1.0,1
231921.30347570564,1540.016338333535,0.0,0.0,0.0,0.0,0.239283798566726,0.0,1.0,1
93416.18994570558,1006.8898316679528,0.0,0.0,0.0,1.0,0.1860980562354403,1.0,0.0,1
56117.96758843013,827.6018961331949,0.0,0.0,1.0,0.0,0.4504256796745697,1.0,0.0,1
52748.56830512556,1224.8630094292507,0.0,0.0,0.0,0.0,0.1213957066124816,1.0,0.0,1
173122.3021854596,459.7928317818387,0.0,0.0,0.0,0.0,0.1131800369440654,0.0,1.0,1
69895.79764029631,1523.9392910509976,0.0,1.0,1.0,1.0,0.4309848140534827,1.0,1.0,1
209088.3437434717,1519.8191228864434,0.0,0.0,1.0,0.0,0.1790462197325051,1.0,1.0,1
43918.76029229725,620.9720837664028,0.0,1.0,1.0,0.0,0.6576200274251173,0.0,0.0,1
90380.26446720149,484.517080942202,2008.566992047276,8.0,2.0,2.0,0.9422007501603246,0.0,0.0,0
152266.94371852712,645.3097431246081,0.0,0.0,1.0,0.0,0.4467446610729532,0.0,1.0,1
121435.31593512584,1930.6507489312608,0.0,0.0,0.0,0.0,0.320451194204893,0.0,0.0,1
47900.16119414406,716.2888436857905,0.0,0.0,0.0,0.0,0.1670860039096198,0.0,0.0,0
379193.6820948106,860.3156946180374,0.0,0.0,1.0,0.0,0.3086294744768585,0.0,1.0,1
152469.2398878012,1221.355116255431,0.0,0.0,1.0,1.0,0.5190347169885697,1.0,1.0,1
158614.94611573906,891.4494032991114,0.0,0.0,0.0,1.0,0.4374610374640471,0.0,1.0,0
57153.18897617437,678.1216804662331,1210.4912951601707,1.0,1.0,2.0,0.8714273043830556,0.0,0.0,0
145497.13496474875,1225.5895467214896,0.0,0.0,0.0,1.0,0.5983657240904229,0.0,1.0,1
34491.486930625215,1109.8273569941864,0.0,1.0,1.0,1.0,0.4199536732456198,1.0,0.0,0
46685.26751979173,514.6963862736362,0.0,1.0,0.0,1.0,0.1923105509232726,1.0,0.0,0
120918.68376716269,741.5271042553542,0.0,0.0,0.0,1.0,0.350486645804439,0.0,0.0,0
59104.90579692693,2027.6239481598773,0.0,1.0,0.0,0.0,0.6021549974661656,1.0,0.0,1
89473.79248846015,1698.8713967066674,0.0,0.0,1.0,2.0,0.7431838492539938,0.0,1.0,1
63217.0562982216,1500.0088969034937,0.0,2.0,1.0,2.0,0.6386344902313319,0.0,0.0,1
41037.01561124141,732.4996188984763,0.0,1.0,0.0,0.0,0.3076419947864937,0.0,0.0,0
182793.73574684103,2321.501560706429,0.0,0.0,1.0,1.0,0.2714660303478854,1.0,1.0,1
157502.9181467109,981.2175389433548,1101.384948530352,1.0,0.0,3.0,0.8556214905383215,0.0,1.0,0
40193.585841994776,558.8330401284409,0.0,0.0,1.0,0.0,0.1058307182502745,0.0,0.0,0
98955.81558515145,1278.723796810395,0.0,1.0,2.0,1.0,0.435438912865207,1.0,0.0,1
119302.8330476897,1282.4137168376851,0.0,1.0,2.0,1.0,0.546461639572658,0.0,1.0,1
88309.14504111897,999.79155106907,1122.939696829562,3.0,2.0,2.0,0.8589091203527952,0.0,0.0,0
75897.80372233607,1337.0421010582015,0.0,0.0,1.0,0.0,0.4800622060044733,0.0,1.0,1
156088.15545989724,1960.9815130243865,0.0,0.0,1.0,0.0,0.0265536684566524,1.0,1.0,1
79803.34834799226,367.9036744546802,1485.6906239456996,2.0,2.0,2.0,0.9033342249875578,0.0,0.0,0
230255.49170956668,319.432710765795,0.0,1.0,2.0,1.0,0.4244196089129539,0.0,1.0,1
78036.36067100186,2845.390638275165,0.0,1.0,0.0,1.0,0.6791977014620448,1.0,0.0,1
36093.27080629057,2103.9128111556665,0.0,0.0,1.0,0.0,0.0866823871993665,1.0,0.0,1
136895.3985581771,396.011176901393,0.0,0.0,0.0,0.0,0.6376475422067167,0.0,1.0,1
85198.59610484295,673.936781299031,0.0,1.0,0.0,1.0,0.4070449195558222,0.0,1.0,0
160691.0962442805,1445.1770759323654,0.0,2.0,0.0,0.0,0.6173147587884102,1.0,1.0,1
114257.70875517331,715.3827825542999,0.0,0.0,1.0,1.0,0.5046618038218423,1.0,1.0,0
54046.54252445037,1608.7635416938033,0.0,0.0,0.0,0.0,0.1115595708108885,1.0,0.0,1
335420.144402244,594.0744041131971,0.0,1.0,1.0,0.0,0.6194190508494649,1.0,1.0,1
158483.6286247643,1917.68255120328,0.0,2.0,3.0,0.0,0.7307702683386019,1.0,0.0,1
66875.19183156079,1986.470670687661,1005.7901278115792,4.0,1.0,2.0,0.8399713374468118,0.0,0.0,0
94063.55254686395,2059.641607947814,0.0,1.0,1.0,0.0,0.6277239788410738,1.0,1.0,1
113986.475496381,603.574339890927,2071.4991162083256,2.0,1.0,3.0,0.9455430414842436,1.0,1.0,0
66185.84640540375,1158.6172208888538,0.0,1.0,2.0,0.0,0.55389958456871,1.0,0.0,1
105877.07792598744,1003.301339682497,921.415495989045,3.0,1.0,2.0,0.8245760571976888,0.0,0.0,1
129162.14996058,841.5547987144747,3850.346183360366,20.0,5.0,2.0,0.9879579763789846,0.0,1.0,0
101313.42592186712,1137.7886300649598,3446.1616074988647,2.0,1.0,4.0,0.9834754943591631,0.0,1.0,0
52066.5811178708,771.6693914738275,1500.3890907643154,2.0,2.0,2.0,0.904768231349648,0.0,1.0,0
80138.6145729017,989.7182610327496,0.0,1.0,1.0,0.0,0.3761631862601274,1.0,0.0,0
229690.9209949496,682.7825859735817,917.5129148602804,4.0,1.0,3.0,0.8238251787148857,1.0,1.0,0
239703.67727775205,395.79812179677657,0.0,2.0,1.0,0.0,0.7724349943645605,0.0,1.0,1
177606.23176511296,1107.53971691373,0.0,0.0,1.0,0.0,0.2389907764792856,1.0,1.0,1
157674.78346230224,1713.421954624286,1318.0818637694229,1.0,1.0,2.0,0.8851354988464301,1.0,1.0,0
50387.32201323591,1362.7078706142163,0.0,0.0,0.0,0.0,0.4135137455454854,0.0,0.0,0
68613.11587841807,765.999502026317,0.0,0.0,1.0,1.0,0.3345468314241275,0.0,0.0,1
59358.046655034814,1190.4684101053797,0.0,1.0,1.0,0.0,0.4797657921772932,1.0,0.0,1
149774.32904324532,2043.1060627127456,1919.770359807188,4.0,2.0,3.0,0.9370808668581616,1.0,1.0,0
34446.72358248792,1271.179081473361,1068.9716510356975,1.0,1.0,2.0,0.8505151308715814,1.0,0.0,0
58982.836500034566,759.3597633493532,1308.7342505597026,2.0,0.0,1.0,0.8840121315636837,0.0,0.0,0
296605.3357450245,1546.4057984112565,0.0,1.0,1.0,0.0,0.6521845884007427,1.0,1.0,1
153451.34304593844,1071.018020493504,0.0,0.0,0.0,0.0,0.0412760098924829,0.0,1.0,1
133123.42973793822,382.7201038231357,0.0,0.0,1.0,0.0,0.3077938276052557,1.0,1.0,1
55832.79714881869,499.42159362412303,0.0,0.0,1.0,0.0,0.453663599520714,1.0,0.0,0
93561.90554446122,652.1344829872969,0.0,2.0,1.0,1.0,0.491134413854646,1.0,1.0,0
474400.4916480114,970.9055409893634,0.0,2.0,1.0,1.0,0.755726224284299,1.0,1.0,1
143797.45792138256,996.5738414254494,0.0,0.0,1.0,0.0,0.0878652042973926,0.0,1.0,1
162963.56589978692,525.8066199855191,0.0,0.0,0.0,0.0,0.1931836962959817,0.0,1.0,1
180899.30824733936,915.1463084261547,0.0,2.0,2.0,1.0,0.6054335406400091,1.0,1.0,1
176789.67273970516,735.2631962203375,0.0,0.0,0.0,0.0,0.5719611577807554,0.0,1.0,1
206875.44767504904,901.2425020789616,0.0,0.0,1.0,0.0,0.6586450246128132,1.0,1.0,1
46362.87528913913,954.898196376934,1845.9611908956908,1.0,0.0,4.0,0.9324310189426582,1.0,0.0,0
69442.15517888752,1164.9610014519817,0.0,2.0,2.0,0.0,0.6164698066698001,0.0,0.0,1
245227.28632143317,1316.561377327483,0.0,1.0,2.0,1.0,0.4516819955514755,0.0,1.0,1
85342.0524337993,1542.6508561715682,0.0,0.0,0.0,0.0,0.1032012435369674,0.0,0.0,1
443870.93641986366,1047.9229523657543,1100.6164365353927,2.0,1.0,1.0,0.8555027011409004,0.0,1.0,0
299101.2356962375,755.9710816670819,0.0,0.0,1.0,1.0,0.6765919745108456,0.0,1.0,1
107467.36871726956,534.8827364823032,0.0,0.0,1.0,0.0,0.0569027596381939,0.0,0.0,1
34936.43309018024,790.0436998010675,0.0,0.0,0.0,0.0,0.2350508431241816,0.0,0.0,0
67540.92187846385,2067.353700440514,0.0,0.0,0.0,0.0,0.141314996728904,1.0,1.0,1
55383.29471806256,1433.2047214918784,0.0,1.0,1.0,1.0,0.6668045851283656,1.0,0.0,1
100325.81234216416,1219.4119314126792,1635.0583945980954,3.0,3.0,4.0,0.916843810166342,1.0,1.0,0
89510.57065970456,1324.186941860215,0.0,0.0,0.0,0.0,0.2577570097530082,1.0,0.0,1
138083.32107841922,1554.584927765735,0.0,0.0,0.0,0.0,0.4613004564310461,0.0,1.0,1
119128.01499065995,1247.7311589678136,0.0,0.0,1.0,0.0,0.2420596655031208,1.0,0.0,1
71558.38229183816,4801.514603228054,0.0,0.0,0.0,0.0,0.1090688063108937,1.0,0.0,1
78406.21379797008,2046.3904763992823,0.0,1.0,0.0,0.0,0.5583168520226793,0.0,0.0,1
93660.28231631548,2711.315670950645,2204.4900230220187,5.0,2.0,4.0,0.9519085115827416,1.0,0.0,0
221019.27092287145,1382.818265832114,0.0,0.0,1.0,0.0,0.1907333081876818,1.0,1.0,1
97411.92721597986,742.4510651541905,0.0,1.0,2.0,0.0,0.5731045793992197,0.0,1.0,1
52453.426065884654,279.48102945048385,1148.4632085764945,3.0,1.0,6.0,0.8626941833176944,0.0,0.0,0
81113.13526338333,1115.0309129337556,0.0,0.0,0.0,0.0,0.4543764228048308,0.0,1.0,0
192174.7049858128,824.771438247329,0.0,1.0,1.0,1.0,0.7634508068306161,1.0,0.0,0
59956.98130545209,757.0973528315134,1301.0805642553526,4.0,2.0,2.0,0.8830831218984048,1.0,1.0,0
278663.2619250365,374.5331336233649,0.0,0.0,0.0,0.0,0.4718214729490469,0.0,1.0,1
288805.3206018464,2516.4719966169496,0.0,0.0,0.0,0.0,0.1765465760860161,1.0,1.0,1
124785.57137709243,1210.1216343664191,0.0,1.0,2.0,1.0,0.6119866266469981,1.0,1.0,1
100476.17757727372,771.0231243243654,0.0,1.0,0.0,0.0,0.6929483180930164,1.0,0.0,1
365550.7321692972,549.2472312342608,0.0,0.0,1.0,1.0,0.447993756238875,1.0,1.0,1
68532.77599183553,2958.694300807708,0.0,1.0,2.0,1.0,0.3751774090619722,1.0,0.0,1
278357.1505011711,1773.1478371288686,0.0,0.0,0.0,0.0,0.1364947649029903,0.0,1.0,1
186965.79790084937,752.417342097321,0.0,2.0,0.0,3.0,0.7948928585602841,1.0,1.0,0
33813.13371500145,993.8741451329656,0.0,0.0,0.0,1.0,0.1155983947159648,0.0,0.0,0
86689.27651362421,434.077393108642,1680.168733511225,2.0,0.0,1.0,0.9204936181287382,0.0,0.0,0
186102.2981129667,1365.6572076270286,1541.4524499969025,1.0,1.0,4.0,0.908648686338918,1.0,1.0,0
127394.55317664667,1250.4669935503653,0.0,0.0,1.0,1.0,0.4979165667246891,1.0,0.0,1
43291.968270111465,641.5330438296638,0.0,1.0,0.0,0.0,0.6770193735405053,0.0,0.0,0
92552.039681888,1117.6114999284955,0.0,0.0,1.0,1.0,0.2340345157171385,0.0,0.0,1
104743.3060812022,1767.7321341579766,0.0,0.0,0.0,2.0,0.3047948446715163,1.0,0.0,1
248610.7719130569,1637.794414880139,0.0,0.0,0.0,0.0,0.0335146172093745,0.0,1.0,1
54199.511061781326,1089.9722612272033,0.0,0.0,0.0,0.0,0.0284368566963463,1.0,0.0,1
42214.01444421409,720.8455132211789,0.0,0.0,1.0,1.0,0.576932698949317,0.0,0.0,1
93417.73868920372,976.6102922213538,0.0,0.0,0.0,0.0,0.5954287420954002,0.0,1.0,1
168038.35433019232,960.1948316566396,0.0,1.0,1.0,1.0,0.7732385889425002,0.0,0.0,1
167954.16597385734,592.2964270758246,0.0,0.0,0.0,1.0,0.1208767325339204,1.0,0.0,1
51900.76227036453,536.2019260955883,1537.0940895906076,1.0,1.0,4.0,0.9082454221145856,0.0,0.0,0
52410.51403123013,155.82138121104728,0.0,1.0,2.0,2.0,0.3870479170206552,0.0,0.0,0
58116.472414085416,1031.001876641152,0.0,1.0,0.0,1.0,0.5172709476974063,1.0,0.0,1
182464.1380632088,607.84332078798,0.0,0.0,1.0,0.0,0.0829563955406417,0.0,1.0,1
28872.435460815028,1330.8729374157924,0.0,0.0,1.0,0.0,0.1477983749943631,0.0,0.0,1
218734.9238478604,1986.727448654549,0.0,1.0,0.0,0.0,0.5904251704968075,1.0,1.0,0
67863.50072588315,459.2477432952207,0.0,0.0,0.0,0.0,0.3730183863529429,0.0,0.0,0
258659.17004108548,587.4623923078689,824.7268027245954,1.0,0.0,2.0,0.8048810779790542,0.0,1.0,1
205825.4313031321,511.6209630614376,0.0,0.0,1.0,1.0,0.4412154333840251,0.0,1.0,0
188293.21646053065,520.7614449134187,0.0,1.0,0.0,1.0,0.4805857124060373,0.0,1.0,1
117650.51234601151,1054.7526162506526,0.0,0.0,1.0,0.0,0.0571643260019451,0.0,1.0,1
42481.119011055904,826.7901840764281,0.0,1.0,1.0,0.0,0.5888563260394027,0.0,0.0,1
34084.480724541194,1035.7759536596905,0.0,3.0,2.0,1.0,0.5925773749953451,1.0,0.0,0
102345.86080470865,617.1098789101032,0.0,1.0,1.0,1.0,0.2250905552416406,1.0,1.0,0
50192.43718444545,1008.7035625439044,0.0,0.0,1.0,0.0,0.0180767484308979,0.0,0.0,1
39808.70140000872,1218.3709992666743,0.0,0.0,0.0,0.0,0.3477627569445631,1.0,0.0,1
136926.85665743682,754.0386092610341,0.0,0.0,1.0,0.0,0.1904045247846454,0.0,1.0,0
120501.07977022573,1115.49024597394,857.7583307495233,3.0,2.0,1.0,0.8118718150538169,1.0,0.0,1
39513.39606620509,676.7127049374434,0.0,0.0,1.0,0.0,0.1150754328994348,0.0,0.0,0
517936.7620410692,1348.9267604731251,0.0,0.0,0.0,2.0,0.2778599467824532,1.0,1.0,1
39515.57784919992,682.9570878072224,0.0,0.0,0.0,1.0,0.7080150412590537,0.0,0.0,0
119732.88848180966,437.5821096803953,1201.1643372645638,2.0,3.0,3.0,0.870154869996286,0.0,0.0,0
232078.83686328132,1279.1448093737183,0.0,0.0,0.0,1.0,0.2649927996935972,0.0,1.0,1
212153.667197392,1104.6135261312277,0.0,0.0,1.0,1.0,0.2027672332834983,0.0,0.0,1
101900.21198348187,463.7781827778443,2707.863893088804,5.0,1.0,3.0,0.9694022258931142,1.0,1.0,0
237460.90371764905,351.07082408677013,0.0,0.0,1.0,0.0,0.1752800104944747,0.0,1.0,1
148054.03929870893,1214.002699089962,1730.1974266291138,1.0,1.0,3.0,0.9243307859544156,1.0,1.0,0
215055.7864080431,632.8571520293084,4237.283464333548,5.0,1.0,4.0,0.99099549371464,0.0,0.0,0
278162.9924317053,2006.486159229053,0.0,0.0,0.0,1.0,0.7486083595046562,1.0,1.0,1
104703.547822956,1120.063174054803,0.0,0.0,0.0,0.0,0.2739676364118021,1.0,0.0,0
206997.9341544692,859.0438519908059,0.0,0.0,0.0,0.0,0.3173266527487776,0.0,1.0,0
67815.28623049399,1951.9729315235704,1399.0320803350169,3.0,1.0,3.0,0.8943672785385175,0.0,0.0,0
30306.35401420533,941.1074473357904,4401.83524726108,5.0,3.0,3.0,0.9920155769224598,0.0,0.0,0
116522.41991571312,1710.2516303407283,0.0,0.0,1.0,0.0,0.2962132376520801,1.0,1.0,1
66594.53534195012,1778.5083784142469,0.0,1.0,1.0,0.0,0.6069542746378908,1.0,0.0,1
180060.74235598047,1637.3702016252469,1213.101789993293,3.0,1.0,1.0,0.8717809306290342,1.0,1.0,0
63530.73401415019,814.0785785265095,0.0,0.0,1.0,0.0,0.2825923282850683,1.0,0.0,1
180581.9856300521,1090.642317010086,0.0,0.0,0.0,1.0,0.2605676721125364,1.0,0.0,1
31667.5716993548,844.7868150162025,0.0,2.0,1.0,0.0,0.7032482869899681,0.0,0.0,0
359343.77100668446,721.6114336019176,1485.2156643748765,1.0,1.0,2.0,0.9032874819219884,1.0,1.0,1
40043.22285502265,547.624016877968,0.0,0.0,1.0,1.0,0.6150352952503235,0.0,0.0,0
49007.88613665859,602.618680188491,0.0,0.0,0.0,2.0,0.2234396021330117,1.0,0.0,1
112446.12482485168,540.1930111523852,1713.447255946352,2.0,0.0,2.0,0.9230699270807032,1.0,0.0,0
162612.50224869515,817.4859250599591,0.0,0.0,0.0,0.0,0.3536727061449844,1.0,0.0,1
32585.14132836606,1124.7469995514662,0.0,1.0,1.0,1.0,0.7467463831708065,0.0,0.0,1
244251.54064147288,662.9500519897011,1062.3742499456005,4.0,0.0,3.0,0.8494512409579604,0.0,1.0,0
66465.38180204123,417.4115412748563,1557.232797718514,2.0,1.0,3.0,0.910092112789048,1.0,0.0,0
49140.49259957612,2784.149566845625,0.0,0.0,1.0,0.0,0.1917940178703282,1.0,0.0,1
75873.41160286868,672.3270150891985,1750.9400673699122,2.0,2.0,5.0,0.9258598361808276,0.0,0.0,0
40647.69086327354,562.8026886861976,0.0,1.0,1.0,1.0,0.7052461096018972,0.0,0.0,0
351510.5536872572,2347.0799850180574,0.0,0.0,1.0,0.0,0.0889530171426982,1.0,1.0,1
42193.76678607982,781.5037974250728,0.0,2.0,0.0,1.0,0.7519988806516912,1.0,0.0,0
91394.3914300708,563.8360459297393,0.0,2.0,2.0,1.0,0.4077494944955173,1.0,1.0,0
65019.88467471847,822.3178402545168,0.0,5.0,2.0,1.0,0.7833152140267969,0.0,0.0,0
201381.83131304177,1205.3002647125472,0.0,0.0,1.0,0.0,0.2337637256836184,0.0,1.0,1
116511.7920574797,913.0014080877484,0.0,1.0,1.0,1.0,0.6283100691726187,1.0,1.0,0
57108.65013577501,522.3620857916637,0.0,0.0,1.0,0.0,0.036221390197401,1.0,0.0,0
67081.97565469694,977.566636922886,0.0,0.0,1.0,0.0,0.0854868784311671,1.0,0.0,1
50550.82016889965,802.5109840401138,0.0,1.0,0.0,1.0,0.5102467368641438,0.0,0.0,1
81938.27305426866,460.83548418379735,0.0,1.0,1.0,0.0,0.3217313792721025,0.0,0.0,0
29988.640064433937,773.144697081761,0.0,0.0,0.0,0.0,0.7345183417559866,0.0,0.0,1
140399.89941574822,826.1851095756797,0.0,1.0,2.0,0.0,0.4526174204385237,1.0,0.0,1
377364.6849780557,653.2947483916586,0.0,1.0,2.0,0.0,0.2310088736419803,1.0,1.0,1
189025.15631363328,1261.931165670522,0.0,0.0,1.0,0.0,0.1868238768859643,0.0,1.0,1
58021.26755285751,955.7448708752244,0.0,1.0,2.0,2.0,0.6597010596394572,1.0,0.0,0
54223.871148789694,1199.3376044983136,0.0,0.0,0.0,0.0,0.440410059463516,0.0,0.0,0
464866.8494653062,378.2459311193391,0.0,0.0,1.0,0.0,0.6610690656009123,1.0,1.0,1
109967.82143240437,679.5557857147746,0.0,1.0,1.0,0.0,0.5863247764063872,0.0,1.0,0
89725.87661643671,801.8439122597446,1400.28965535802,2.0,1.0,3.0,0.8945039411029674,0.0,0.0,0
100949.43704316286,887.3559386333891,2002.764803725558,5.0,2.0,4.0,0.9418810399906452,1.0,0.0,0
375952.5479727924,1623.1163879923402,1117.0489136574915,9.0,3.0,4.0,0.8580190286765417,1.0,1.0,0
206241.6595588461,902.0392062185098,0.0,1.0,0.0,1.0,0.732508757209078,0.0,1.0,1
40092.47134544444,2271.339430965919,1516.6468023309494,3.0,1.0,3.0,0.906326432566884,0.0,0.0,0
133206.76018359393,486.0031862067499,2086.308432281709,2.0,1.0,1.0,0.946297281673945,0.0,1.0,0
213636.6498055199,847.8651616781702,0.0,0.0,0.0,0.0,0.1973747994782624,1.0,1.0,1
170119.99961989367,646.8273436119805,0.0,0.0,0.0,0.0,0.0206242267798807,0.0,1.0,1
41867.87521665193,1194.418123075597,0.0,1.0,2.0,0.0,0.5810490774231414,0.0,0.0,1
102325.98176883398,2337.937965111414,0.0,0.0,1.0,0.0,0.037732696375455,1.0,0.0,1
51360.46715542115,459.17431938975017,0.0,1.0,1.0,0.0,0.7353464466923333,0.0,0.0,0
61670.476258338014,1203.9828215050206,3417.159121460882,2.0,0.0,6.0,0.9830869338205216,1.0,0.0,0
129922.36895224827,517.4177809270593,0.0,0.0,1.0,0.0,0.5982001637371289,0.0,1.0,1
35609.49003765259,2236.029852748892,0.0,2.0,2.0,0.0,0.779473156800634,1.0,0.0,0
256895.4768066156,434.7612380555151,0.0,0.0,0.0,0.0,0.2315595317824758,0.0,1.0,0
